timestamp,decision,title,link,temperature,model_reason,my_reason,sent_text,edit_rounds
2026-08-05T21:48:47.265Z,batch_down,The Residence Mauritius,https://www.mydealz.de/deals/the-residence-mauritius-2821251,,,,,
2026-08-05T21:49:48.258Z,batch_down,"Brilo Akku-Tischleuchte Cilano schwarz / weiß, einzeln 5€ oder 3er-Set für 10€",https://www.mydealz.de/deals/brilo-akku-tischleuchte-cilano-schwarz-weiss-einzeln-5eur-oder-3er-set-fur-10eur-2821252,,,,,
2026-08-05T21:50:02.672Z,batch_down,"(5,21€/stk) 24stk Telegärtner Keystone Module Cat6A",https://www.mydealz.de/deals/521eurstk-24stk-telegartner-keystone-module-cat6a-2821250,,,,,
2026-08-05T21:51:06.843Z,batch_down,[GigaKombi + Young] 56€ Gewinn nach Ankauf: Samsung Galaxy S26 256GB | Flat im Vodafone Netz: 60GB / 55GB / 90GB / 50GB | +120€ ohne GK,https://www.mydealz.de/deals/gigakombi-56eur-gewinn-nach-ankauf-vodafone-netz-samsung-galaxy-s26-5g-256gb-allnetsms-flat-60gb-55gb-90gb-50gb-2821193,,,,,
2026-08-05T21:52:25.809Z,batch_up,"[Gomibo] Apple Iphone 17 256 GB Schwarz (congstar) im Telekom-Netz mit 250 GB Datenvolumen, 5G mit 50 Mbit/s",https://www.mydealz.de/deals/gomibo-apple-iphone-17-256-gb-schwarz-congstar-im-telekom-netz-mit-250-gb-datenvolumen-5g-mit-50-mbits-2821197,,,,,
2026-08-06T12:02:54.325Z,skip,"[About You] Nike Air Force 1 '07 LV8 • 2 Farben | Nike Revolution 8 • Midnight Navy • 35,43€ | Shoop • Topcashback mögl.",https://www.mydealz.de/deals/nike-air-force-1-07-lv8-2-farben-nike-revolution-8-midnight-navy-3543eur-shoop-topcashback-mogl-2821366,,VERIFY: Steep discount on Nike's halo Air Force 1 model via About You with potential cashback stacking.,,,
2026-08-06T12:03:31.460Z,reason,"[About You] Nike Air Force 1 '07 LV8 • 2 Farben | Nike Revolution 8 • Midnight Navy • 35,43€ | Shoop • Topcashback mögl.",https://www.mydealz.de/deals/nike-air-force-1-07-lv8-2-farben-nike-revolution-8-midnight-navy-3543eur-shoop-topcashback-mogl-2821366,,,"only limited sizes are available, so usually they are running out fast.",,
2026-08-06T12:09:43.518Z,skip,Payback: 30-fach Punkte auf Zalando-Gutscheine im Prämienshop (bis 08.08.2026) – bis zu 1.500 PAYBACK Punkte extra [personalisiert?],https://www.mydealz.de/deals/payback-30-fach-punkte-auf-zalando-gutscheine-im-pramienshop-bis-08082026-bis-zu-1500-payback-punkte-extra-personalisiert-2821270,,VERIFY: 30x Payback points on Zalando gift cards yields a 15% discount for stacking on future Zalando purchases.,,,
2026-08-06T12:10:40.558Z,reason,Payback: 30-fach Punkte auf Zalando-Gutscheine im Prämienshop (bis 08.08.2026) – bis zu 1.500 PAYBACK Punkte extra [personalisiert?],https://www.mydealz.de/deals/payback-30-fach-punkte-auf-zalando-gutscheine-im-pramienshop-bis-08082026-bis-zu-1500-payback-punkte-extra-personalisiert-2821270,,,"It's a nice deal, but I'm not really into Payback deals. But But maybe I should consider it more. So this is a soft Skip.",,
2026-08-08T20:20:04.363Z,skip,"486° - [Telekom-Netz] HIGH Mobile Geburtstagsaktion: 80GB für 12,49€ (im Flex oder 24M Laufzeit) mtl. | 100 Mbit/s für 15,49€ | 0€ AG bei 24 MVLZ",https://www.mydealz.de/deals/telekom-netz-high-mobile-geburtstagsaktion-80gb-fur-1499eur-laufzeit-oder-1699eur-flex-mtl-100-mbits-ab-1799eur-0eur-ag-bei-24-mvlz-2772170,486,"Strong Telekom network SIM-only tariff offering 80GB for 12.49 EUR/month, fitting the prepaid converter archetype.",,,
2026-08-08T20:21:00.979Z,skip,164° - Apple Watch Series 10 LTE 46mm Natural Titangehäuse mit Natural Milanese Loop - M/L,https://www.mydealz.de/deals/apple-watch-series-10-lte-46mm-natural-titangehause-mit-natural-milanese-loop-ml-2822127,164,Top-line Apple Watch Titanium halo product discounted nearly 50% below standard retail price.,,,
2026-08-08T20:21:19.401Z,reason,164° - Apple Watch Series 10 LTE 46mm Natural Titangehäuse mit Natural Milanese Loop - M/L,https://www.mydealz.de/deals/apple-watch-series-10-lte-46mm-natural-titangehause-mit-natural-milanese-loop-ml-2822127,,,it's usually almost the same price on idealo.de,,
2026-08-09T07:09:21.981Z,skip,"Vodafone Netz: Samsung Galaxy S26 Ultra 256GB im Otelo Allnet/SMS Flat 50GB 5G 100Mbit/s für 19,99€/Monat & ab 489€, 50€ Wechselbonus",https://www.mydealz.de/deals/vodafone-netz-samsung-galaxy-s26-ultra-256gb-im-otelo-allnetsms-flat-50gb-5g-100mbits-fur-1999eurmonat-ab-489eur-50eur-wechselbonus-2822268,,"Total cost of ownership is far below the device's standalone retail price, justifying the Vodafone network exception as the tariff is effectively free.",,,
2026-08-09T07:10:48.385Z,reason,"Vodafone Netz: Samsung Galaxy S26 Ultra 256GB im Otelo Allnet/SMS Flat 50GB 5G 100Mbit/s für 19,99€/Monat & ab 489€, 50€ Wechselbonus",https://www.mydealz.de/deals/vodafone-netz-samsung-galaxy-s26-ultra-256gb-im-otelo-allnetsms-flat-50gb-5g-100mbits-fur-1999eurmonat-ab-489eur-50eur-wechselbonus-2822268,,,It's not cheaper than the retail price. Description says a bit above idealo price,,
2026-08-09T07:48:03.375Z,skip,[Amazon Prime] Dragon Age: The Veilguard Deluxe Edition (PlayStation 5),https://www.mydealz.de/deals/amazon-prime-dragon-age-the-veilguard-deluxe-edition-playstation-5-2788784,704,Major well-known AAA game title available at a steep 53% discount.,,,
2026-08-09T07:48:17.807Z,reason,[Amazon Prime] Dragon Age: The Veilguard Deluxe Edition (PlayStation 5),https://www.mydealz.de/deals/amazon-prime-dragon-age-the-veilguard-deluxe-edition-playstation-5-2788784,,,Not that famous game for me,,
2026-08-09T20:28:35.323Z,skip,"Birkenstock Sammeldeal | Birkenstock Arizona BF Narrow, Arizona Leve Oysters, Arizona Leve Pink Regular (personalisiert)",https://www.mydealz.de/deals/birkenstock-sammeldeal-birkenstock-arizona-bf-narrow-arizona-leve-oysters-arizona-leve-pink-regular-personalisiert-2822540,846,VERIFY: Zalando promotion stacked with discounted gift cards on popular Birkenstock models.,,,
2026-08-09T20:29:02.230Z,reason,"Birkenstock Sammeldeal | Birkenstock Arizona BF Narrow, Arizona Leve Oysters, Arizona Leve Pink Regular (personalisiert)",https://www.mydealz.de/deals/birkenstock-sammeldeal-birkenstock-arizona-bf-narrow-arizona-leve-oysters-arizona-leve-pink-regular-personalisiert-2822540,,,Those shoes are Not my kind,,
2026-08-10T20:17:24.896Z,post,Telekom Magenta Moments Kunden - 3 x 5 Euro bei Wolt MBW 12 bzw 25 für Lebensmittel,https://www.mydealz.de/deals/telekom-magenta-moments-kunden-3-x-5-euro-bei-wolt-mbw-15-bzw-25-fur-lebensmittel-2823292,671,"High-value voucher (3x €5 off €12 MOV) on Wolt food delivery for Telekom customers, highly relevant for the Berlin audience.",,,
2026-08-10T20:20:59.693Z,sent,Telekom Magenta Moments Kunden - 3 x 5 Euro bei Wolt MBW 12 bzw 25 für Lebensmittel,https://www.mydealz.de/deals/telekom-magenta-moments-kunden-3-x-5-euro-bei-wolt-mbw-15-bzw-25-fur-lebensmittel-2823292,,,,"🍔 <b>TELEKOM MAGENTA MOMENTS: 3x €5 WOLT VOUCHERS</b> 🛵

Get 3x €5 off Wolt delivery for Telekom customers (min. order €12 for food / €25 for groceries).

🎯 How to get it:
✅ Open the MeinMagenta app
✅ Go to the Magenta Moments section
✅ Claim your Wolt voucher codes

<a href=""https://www.mydealz.de/deals/telekom-magenta-moments-kunden-3-x-5-euro-bei-wolt-mbw-15-bzw-25-fur-lebensmittel-2823292"">View offer</a>

#Telekom #Wolt
@berliner_deals
━━━━━━━━━━━━━━━━━━━━━━

🍔 <b>۳ کوپن ۵ یورویی ولت برای کاربران تلکام</b> 🛵

دریافت ۳ کوپن تخفیف ۵ یورویی ولت برای مشتریان تلکام (حداقل سفارش ۱۲ یورو برای غذا / ۲۵ یورو برای سوپرمارکت).

🎯 مراحل دریافت:
✅ وارد اپلیکیشن MeinMagenta شوید
✅ به بخش Magenta Moments بروید
✅ کدهای تخفیف ولت را دریافت کنید

<a href=""https://www.mydealz.de/deals/telekom-magenta-moments-kunden-3-x-5-euro-bei-wolt-mbw-15-bzw-25-fur-lebensmittel-2823292"">مشاهده پیشنهاد</a>

#تلکام #ولت
@berliner_deals",1
2026-08-11T22:05:11.820Z,meh,"-650€ vs. Idealo: 85"" Neo QLED QN70H 4K Samsung TV (2026) mit O2 Unlimited 5G für 1309€ | Vodafone 50GB 1309€ | mit GigaKombi 1189€",https://www.mydealz.de/deals/650eur-vs-idealo-85-neo-qled-qn70h-4k-samsung-tv-2026-mit-o2-unlimited-5g-fur-1309eur-vodafone-50gb-1309eur-mit-gigakombi-1189eur-2823555,50,"O2 contract bundle with an 85"" Samsung TV where the total 24-month cost (€1,308.75) is well below the standalone retail price of the TV (€1,958.90).",,,,,Samsung
2026-08-11T22:06:00.151Z,good_but_no,Freikarten für das ARTE Sommerkino Kulturforum,https://www.mydealz.de/deals/freikarten-fur-das-arte-sommerkino-kulturforum-2823751,156,"VERIFY: Free cinema tickets for an open-air theater in Berlin (Potsdamer Platz) from a well-known brand, perfect for the local Berlin audience.",,,,,GASAG
2026-08-12T21:56:36.466Z,meh,Netflix Angebot der Telekom 12 Monate 4€/Monat Standard (Werbung) | 12€/Monat Standard (o. Werbung) | 17€/Monat 4K auch ohne Magenta Moments,https://www.mydealz.de/deals/netflix-angebot-der-telekom-12-monate-4eurmonat-standard-werbung-12eurmonat-standard-o-werbung-17eurmonat-4k-auch-ohne-magenta-moments-2823869,1595,Strong subscription deal for a major well-known streaming service with a clear 12-month discounted rate via Telekom.,,,,,Telekom
2026-08-12T21:57:30.781Z,reason,Netflix Angebot der Telekom 12 Monate 4€/Monat Standard (Werbung) | 12€/Monat Standard (o. Werbung) | 17€/Monat 4K auch ohne Magenta Moments,https://www.mydealz.de/deals/netflix-angebot-der-telekom-12-monate-4eurmonat-standard-werbung-12eurmonat-standard-o-werbung-17eurmonat-4k-auch-ohne-magenta-moments-2823869,,,"5 to 4 euro is not a good deal, also 13 to 12 is even worse",,,,Telekom
2026-08-12T21:57:36.079Z,good_but_no,"2mal Telekom Magenta (Hauptkarte+Pluskarte) Allnet/SMS Flat Unlimited 5G 300Mbit/s, Schweiz Roaming für eff. 15,37€/Monat pro Sim-Karte",https://www.mydealz.de/deals/telekom-netz-sim-only-2mal-magentamobil-m-allnetsms-flat-unlimited-5g-300mbits-schweiz-roaming-fur-eff-1632eur-pro-sim-karte-2803002,4552,Outstanding original Telekom network deal offering two SIM cards with unlimited 5G data at a very low effective monthly price.,,,,,LogiTel
2026-08-13T10:42:36.727Z,meh,[Google Store] 125€ Rabatt auf das neue Pixel 11 durch Google Play Pass (Probemonat möglich!) + 400€ Trade-In + Cashback kombinierbar,https://www.mydealz.de/deals/google-store-125eur-rabatt-auf-das-neue-pixel-11-durch-google-play-pass-probemonat-moglich-400eur-trade-in-cashback-kombinierbar-2824365,5,Significant stackable discount on a flagship Google Pixel phone directly from the Google Store.,,,,,Google Store
2026-08-13T10:43:29.385Z,reason,[Google Store] 125€ Rabatt auf das neue Pixel 11 durch Google Play Pass (Probemonat möglich!) + 400€ Trade-In + Cashback kombinierbar,https://www.mydealz.de/deals/google-store-125eur-rabatt-auf-das-neue-pixel-11-durch-google-play-pass-probemonat-moglich-400eur-trade-in-cashback-kombinierbar-2824365,,,"It needs a Google Play pass to be at Gold level. Mine is not, and I don't think it's that common",,,,Google Store
2026-08-13T21:18:20.016Z,meh,[CB Deal] Nike Air Force 1 '07 • Triple White • 38.5 - 49.5 & 52.5 | Zalando,https://www.mydealz.de/deals/cb-deal-nike-air-force-1-07-triple-white-385-495-525-2824636,19,VERIFY: Iconic Nike Air Force 1 Triple White available at a deep discount on Zalando when combining coupon code SNEAKER20 with cashback gift cards.,,,,,Zalando
2026-08-13T21:18:33.363Z,reason,[CB Deal] Nike Air Force 1 '07 • Triple White • 38.5 - 49.5 & 52.5 | Zalando,https://www.mydealz.de/deals/cb-deal-nike-air-force-1-07-triple-white-385-495-525-2824636,,,It's not my personal taste,,,,Zalando
2026-08-15T11:23:24.825Z,meh,Horizon Forbidden West | Physische Edition | [PlayStation 5],https://www.mydealz.de/deals/horizon-forbidden-west-physische-edition-playstation-5-bestpreis-2791031,933,Major well-known PS5 title at roughly 50% off.,,,,,Amazon
2026-08-15T11:23:36.345Z,good_but_no,"(Amazon Audible) Spiegelküste: Sophie Jensen 4 | Hörbuch | Thriller, Krimi | abgeschlossener Fall | 4,3*>4300 Bew.",https://www.mydealz.de/deals/amazon-audible-spiegelkuste-sophie-jensen-4-horbuch-thriller-krimi-abgeschlossener-fall-434430-bew-2825213,119,"Free audiobook download from Audible/Amazon, a well-known provider with zero upfront cost.",,,,,Amazon
2026-08-15T21:48:13.495Z,meh,Assassin's Creed Shadows Digital Deluxe Edition für PS5,https://www.mydealz.de/deals/assassins-creed-shadows-digital-deluxe-edition-fur-ps5-2825443,44,Major well-known AAA game title discounted by 50%.,,,,,PlayStation
2026-08-15T21:48:42.700Z,reason,Assassin's Creed Shadows Digital Deluxe Edition für PS5,https://www.mydealz.de/deals/assassins-creed-shadows-digital-deluxe-edition-fur-ps5-2825443,,,50% is not so good for a game from my perspective,,,,PlayStation
2026-08-15T21:48:48.682Z,good_but_no,"Nike & Jordan Sale - Jordan 1 Mid • Nike Shox TL • 69,78€ / Nike Total 90 • 4 Farbn • 35,78€ - 36,78€ / Nike Air Max DN8 • 3 Farben • 64,78€",https://www.mydealz.de/deals/nike-jordan-sale-jordan-1-mid-nike-shox-tl-6978eur-nike-total-90-4-farbn-3578eur-3678eur-nike-air-max-dn8-3-farben-6478eur-2793474,788,Top-line Jordan halo model deeply discounted over 50% off.,,,,,Veepee
2026-08-15T21:49:30.723Z,reason,"Nike & Jordan Sale - Jordan 1 Mid • Nike Shox TL • 69,78€ / Nike Total 90 • 4 Farbn • 35,78€ - 36,78€ / Nike Air Max DN8 • 3 Farben • 64,78€",https://www.mydealz.de/deals/nike-jordan-sale-jordan-1-mid-nike-shox-tl-6978eur-nike-total-90-4-farbn-3578eur-3678eur-nike-air-max-dn8-3-farben-6478eur-2793474,,,"I'm not a user of this website, so can't recommend it",,,,Veepee
